Rk,Player,Tm,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,Signed Using,Guaranteed,Birthplace,HomeTown,HighSchool,College,Past Pro,Past Pro 2,Twitter_id,Twitter_username,Twitter_followers,Twitter_friends,birthPlace,birthPlace_url,weight,nationality,dob,college,weeki_comment,high_school,height
92,"Tayshaun Prince","BOS","$7707865","","","","","","Bird Rights","$7707865","","","","","","","","","","","Compton California","http://dbpedia.org/resource/Compton,_California",97524,"NULL","1980-02-28","Kentucky Wildcats men's basketball","Tayshaun Durell Prince (born February 28 1980) is an American professional basketball player who plays for the Memphis Grizzlies of the National Basketball Association (NBA). Prince is a small forward listed at 6 ft 9 in (2.06 m) and 215 lb (98 kg). A graduate of Dominguez High School and the University of Kentucky Prince was drafted in the first round (23rd overall) by the Pistons in the 2002 NBA Draft.","NULL",2.0574
308,"Terrence Jones","HOU","$1618680","$2489530","","","","","1st Round Pick","$4108210","","","","","","","","TerrenceJones1","160234 followers ","","Portland Oregon","http://dbpedia.org/resource/Portland,_Oregon",114307,"NULL","1992-01-09","Kentucky Wildcats men's basketball","Terrence Alexander Jones (born January 9 1992) is an American professional basketball player who currently plays for the Houston Rockets of the National Basketball Association (NBA). He played college basketball at the University of Kentucky.","Jefferson High School (Portland Oregon)",2.0574
239,"Terrence Ross","TOR","$2793960","$3553917","","","","","1st Round Pick","$6347877","","","","","","","","T_DotFlight31","134320 followers ","","Portland Oregon","http://dbpedia.org/resource/Portland,_Oregon",88452,"NULL","1991-02-05","Washington Huskies men's basketball","Terrence Ross (born February 5 1991) is an American professional basketball player who currently plays for the Toronto Raptors of the National Basketball Association (NBA). He played college basketball for the Washington Huskies where he was an All-Pac-12 first team selection before being drafted by Toronto in the first round with the eighth overall pick in the 2012 NBA Draft. As a rookie he was crowned champion of the 2013 Sprite Slam Dunk Contest at the Toyota Center in Houston Texas.","Jefferson High School (Portland Oregon)",1.9812
174,"Thabo Sefolosha","ATL","$4150000","$4000000","$3850000","","","","","$12000000","","","","","","","","ThaboSefolosha","133799 followers ","","{Switzerland|Vevey}","{http://dbpedia.org/resource/Switzerland|http://dbpedia.org/resource/Vevey}",100699,"NULL","1984-05-02","NULL","Sefolosha redirects here. For his mother the painter see Christine Sefolosha.Thabo Patrick Sefolosha (/ˈtɑːboʊ ˌsɛfəˈloʊʃə/; born May 2 1984) is a Swiss professional basketball player who currently plays for the Oklahoma City Thunder of the National Basketball Association (NBA).","NULL",2.0066
69,"Thaddeus Young","MIN","$9410870","$9971739","","","","","Bird Rights","$9160870","","","","","","","","","","","New Orleans","http://dbpedia.org/resource/New_Orleans",104328,"NULL","1988-06-21","Georgia Tech Yellow Jackets men's basketball","Thaddeus Charles Young (/θæˈdiːəs tʃɑːlz jʌŋ/; born June 21 1988) is an American professional basketball player who currently plays for the Philadelphia 76ers of the National Basketball Association (NBA). Prior to his professional career he attended Georgia Tech where he studied management. He is 6 feet 8 inches (203 cm) tall and weighs 230 pounds (100 kg). His nickname is Thad-Yo or just simply Thad.Young was drafted 12th overall in the 2007 NBA Draft by the Philadelphia 76ers.","NULL",2.032
71,"Tiago Splitter","SAS","$9250000","$8500000","$8250000","","","","Bird Rights","$26000000","","","","","","","","tiagosplitter","168354 followers ","","{Brazil|Santa Catarina (state)|Joinville}","{http://dbpedia.org/resource/Brazil|http://dbpedia.org/resource/Santa_Catarina_(state)|http://dbpedia.org/resource/Joinville}",111132,"NULL","1985-01-01","NULL","Tiago Splitter Beims (born January 1 1985) is a Brazilian professional basketball player who currently plays for the San Antonio Spurs of the National Basketball Association (NBA). He also plays for the Brazilian national basketball team.","NULL",2.1082
60,"Tim Duncan","SAS","$10000000","","","","","","Bird Rights","$10000000","","","","","","","","","","","{United States Virgin Islands|Christiansted United States Virgin Islands}","{http://dbpedia.org/resource/United_States_Virgin_Islands|http://dbpedia.org/resource/Christiansted,_United_States_Virgin_Islands}",113400,"NULL","1976-04-25","Wake Forest Demon Deacons men's basketball","Timothy Theodore Tim Duncan (born April 25 1976) is an American professional basketball player who currently plays for the San Antonio Spurs of the National Basketball Association (NBA). The 6-foot 11-inch (2.11 m) 250-pound (113 kg) power forward/center is a four-time NBA champion two-time NBA MVP three-time NBA Finals MVP and NBA Rookie of the Year.","NULL",2.1082
343,"Tim Hardaway","NYK","$1250640","$1304520","$2281605","","","","1st Round Pick","$2555160","","","","","","","","","","","{Chicago|Illinois}","{http://dbpedia.org/resource/Chicago|http://dbpedia.org/resource/Illinois}",79380,"NULL","1966-09-01","UTEP Miners basketball","Timothy Duane Tim Hardaway Sr. (born September 1 1966) is a retired American basketball player who played in the National Basketball Association (NBA) and was one of the league's best point guards in his prime. Six feet (1.83 m) tall he was best known for his devastating crossover dribble (dubbed the UTEP Two-step by television analysts) a move which he helped to popularize among younger players. He is the father of Tim Hardaway Jr.","Carver Military Academy",1.8288
162,"Timofey Mozgov","CLE","$4650000","$4950000","","","","","Bird Rights","$4650000","","","","","","","","","","","{Russia|Krasnodar|Saint Petersburg}","{http://dbpedia.org/resource/Russia|http://dbpedia.org/resource/Krasnodar|http://dbpedia.org/resource/Saint_Petersburg}",113400,"NULL","1986-07-16","NULL","Timofey Pavlovich Mozgov (Russian: Тимофей Павлович Мозгов Russian pronunciation: [ti'mɵfe pʲa'vʲlʲɵvʲɪt͡ɕ ma'zɡavʲ]; born July 16 1986) is a Russian professional basketball player who currently plays for the Denver Nuggets of the National Basketball Association (NBA). He is 7 feet 1 inch (2.16 m) tall and weighs 250 pounds (110 kg). He plays at the center position.","NULL",2.159
259,"Tobias Harris","ORL","$2380594","","","","","","1st Round Pick","$2380594","","","","","","","","tobias31","49829 followers ","","{Islip New York|New York}","{http://dbpedia.org/resource/Islip,_New_York|http://dbpedia.org/resource/New_York}",106596,"NULL","1992-07-15","Tennessee Volunteers basketball","Tobias John Harris (born July 15 1992) is an American professional basketball forward with the Orlando Magic of the National Basketball Association (NBA). In May 2011 Harris declared his intention to enter the 2011 NBA Draft. The Long Island native was selected 19th by the Charlotte Bobcats but was later dealt to the Milwaukee Bucks on draft night.","NULL",2.0574
39,"Tony Parker","SAS","$12500000","$13437500","$14445313","$15453126","","","Bird Rights","$55835939","","","","","","","","tonyparker","1428976 followers ","","{Belgium|Bruges}","{http://dbpedia.org/resource/Belgium|http://dbpedia.org/resource/Bruges}",83916,"NULL","1982-05-17","NULL","William Anthony Tony Parker Jr. (born 17 May 1982) is a French professional basketball player who currently plays for the San Antonio Spurs of the National Basketball Association (NBA).The son of a professional basketball player Parker played for two years in the French basketball league before entering the 2001 NBA Draft.","NULL",1.8796
350,"Tony Wroten","PHI","$1210080","$2179354","","","","","1st Round Pick","$3389434","","","","","","","","TWroten_LOE","41416 followers ","","{Washington Huskies men's basketball|Renton Washington}","{http://dbpedia.org/resource/Washington_Huskies_men's_basketball|http://dbpedia.org/resource/Renton,_Washington}",92988,"NULL","1993-04-13","Washington Huskies men's basketball","Tony Wroten Jr. (born April 13 1993) is an American professional basketball player who currently plays for the Philadelphia 76ers of the National Basketball Association (NBA).","NULL",1.9812
481,"Toure' Murry","UTA","$250000","","","","","","","$250000","","","","","","","","","","","Houston","http://dbpedia.org/resource/Houston",88452,"NULL","1989-11-08","Wichita State Shockers men's basketball","Toure' Ahmad Khalid-Murry (/təreɪˈ ɑːmɑːˈd xʌliːˈd-mərˈiː/; born November 8 1989) is an American professional basketball player who currently plays for the New York Knicks of the National Basketball Association (NBA).","NULL",1.9558
180,"Travis Outlaw","BRK","$4000000","","","","","","","","","","","","","","","","","","Starkville Mississippi","http://dbpedia.org/resource/Starkville,_Mississippi",93895.2,"NULL","1984-09-18","NULL","Travis Marquez Outlaw (born September 18 1984) is an American professional basketball player for the Sacramento Kings of the National Basketball Association (NBA).","NULL",2.0574
227,"Travis Outlaw","PHI","$3000000","","","","","","","$3000000","","","","","","","","","","","Starkville Mississippi","http://dbpedia.org/resource/Starkville,_Mississippi",93895.2,"NULL","1984-09-18","NULL","Travis Marquez Outlaw (born September 18 1984) is an American professional basketball player for the Sacramento Kings of the National Basketball Association (NBA).","NULL",2.0574
460,"Travis Wear","NYK","$507336","","","","","","Minimum Salary","$62000","","","","","","","","","","","Long Beach California","http://dbpedia.org/resource/Long_Beach,_California",104328,"NULL","1990-09-21","{UCLA Bruins men's basketball|North Carolina Tar Heels men's basketball}","Travis Wear (born September 21 1990) is an American college basketball player for the UCLA Bruins. He played forward for the North Carolina Tar Heels during the 2009-10 season before transferring to UCLA.","NULL",2.0828
75,"Trevor Ariza","HOU","$8579089","$8193030","$7806971","$7420912","","","Bird Rights","$32000000","","","","","","","","TrevorAriza","63738 followers ","","{Miami|Florida}","{http://dbpedia.org/resource/Miami|http://dbpedia.org/resource/Florida}",95256,"NULL","1985-06-30","UCLA Bruins men's basketball","Trevor Anthony Ariza (born June 30 1985) is an American professional basketball swingman with the Washington Wizards of the National Basketball Association (NBA).","NULL",2.032
150,"Trevor Booker","UTA","$5000000","$4775000","","","","","Cap Space","$5250000","","","","","","","","35_Fitz","21312 followers ","","Newberry South Carolina","http://dbpedia.org/resource/Newberry,_South_Carolina",108864,"NULL","1987-11-25","Clemson Tigers men's basketball","Trevor Fitzgerald Booker (born November 25 1987) is an American professional basketball power forward with the Washington Wizards of the National Basketball Association (NBA). He was the starting power forward at Clemson University prior to playing in the NBA. He is also the cousin of Los Angeles Lakers power forward Jordan Hill.","Union South Carolina",2.032
251,"Trey Burke","UTA","$2548560","$2658240","$3386598","","","","1st Round Pick","$2548560","","","","","","","","TreyBurke","167203 followers ","","Columbus Ohio","http://dbpedia.org/resource/Columbus,_Ohio",86184,"NULL","1992-11-12","Michigan Wolverines men's basketball","Alfonso Clark Trey Burke III (born November 12 1992) is an American professional basketball player with the Utah Jazz of the NBA. He was drafted by the Minnesota Timberwolves with the 9th overall pick in the 2013 NBA Draft and immediately traded to the Jazz. He played college basketball for the Michigan Wolverines.","NULL",1.8542
